session_id,user_id,video_id,video_title,session_duration_sec,video_duration_sec,last_position_sec,completed_flag,watch_time_sec,watch_time_ratio,completion_ratio,engagement_velocity,num_pause,total_pause_duration_sec,avg_pause_duration_sec,median_pause_duration_sec,pause_freq_per_min,long_pause_count,long_pause_ratio,num_seek,num_seek_forward,num_seek_backward,total_seek_forward_sec,total_seek_backward_sec,avg_seek_forward_sec,avg_seek_backward_sec,largest_forward_seek_sec,largest_backward_seek_sec,seek_jump_std_sec,seek_forward_ratio,seek_backward_ratio,skip_time_ratio,rewatch_time_ratio,rewatch_to_skip_ratio,seek_density_per_min,first_seek_time_sec,early_skip_flag,num_ratechange,time_at_speed_lt1x_sec,time_at_speed_1x_sec,time_at_speed_gt1x_sec,fast_ratio,slow_ratio,playback_speed_variance,avg_playback_rate_when_playing,unique_speed_levels,num_buffering_events,buffering_time_sec,buffering_freq_per_min,play_pause_ratio,attention_index,skim_flag,deep_flag,engagement_label
ffacb945-5277-49e6-b173-beb98ddbd91f,user_072,vid_C,Data Structures Crash Course,322.9465601413495,600.0,393.1378652804564,0,502.01418695723936,0.836690311595399,0.6552297754674273,1.554480675489963,8,49.64197971605502,6.205247464506877,4.9827061258328476,0.79999999992,2,0.24999999996875,2,1,1,80.92312213319613,57.4094399752357,80.92312213319613,57.4094399752357,144.56799601110623,107.17351963261693,83.29072749824128,0.49999999975,0.49999999975,0.13487187022176877,0.0956823999585667,0.7094265814304348,0.19999999998,91.6126921612568,0,0,28.302395306310473,269.87861132936945,24.765553505669583,0.04127592250938051,0.047170658843772174,0.08844658135315268,1.0,3,3,2.943154268305195,0.29999999997,0.7499999061562618,0.5561446596195846,0,1,1
5fef4a05-ec4d-4852-b69a-b00f18d6e3e6,user_638,vid_C,Data Structures Crash Course,354.80756211742215,900.0,342.93944756201364,0,377.2123104966095,0.4191247894406772,0.3810438306244596,1.0631461974610041,3,12.728299338684185,4.242766446228061,3.3847905649709076,0.19999999998666668,0,0.0,3,1,2,71.28796935350066,60.211434815831495,71.28796935350066,30.105717407915748,186.13408393687646,72.12620517712597,72.8599982172246,0.3333333332222222,0.6666666664444444,0.07920885483713494,0.06690159423973843,0.8446119934531406,0.19999999998666668,128.24999237633241,0,0,45.99690899824993,262.8500165168302,45.96063660234203,0.05106737400254551,0.051107676664665355,0.10217505066721086,0.9,3,0,0.0,0.0,1.666666110555741,0.2929223459193733,0,0,1
38ce2b07-6fa7-4717-9945-b94543f3cbb3,user_133,vid_A,SQL Basics for Beginners,142.4057619518923,454.0,165.05143966619454,0,181.21318344263724,0.39914798115118333,0.36354942657752104,1.2725130005805694,3,10.6577346216949,3.552578207231633,2.7122700697742377,0.39647577087271246,0,0.0,5,1,4,40.407412742931015,187.4331106087974,40.407412742931015,46.85827765219935,95.75441101902719,63.35238098566315,72.03652347370746,0.19999999996,0.79999999984,0.08900311176837448,0.41284826125194835,4.638530157885516,0.6607929514545208,68.47438536521516,0,1,15.236218957703205,118.6610526707483,8.508490323440776,0.018741168113264397,0.03355995365125473,0.05230112176451912,1.0,2,1,0.0,0.13215859029090415,1.3333328884445927,0.3552188620887559,0,0,1
5bc63ab2-4279-4b5d-9eb6-a76dff9ed15a,user_122,vid_D,Data Structures Crash Course,287.6438183935209,600.0,393.8647620122652,0,224.66488289028135,0.37444147148380225,0.6564412700204421,0.7810523589355912,5,23.118659648984877,4.623731929796976,4.677514480615296,0.49999999995,2,0.39999999992,17,13,4,1397.4872725040582,377.55542933423334,107.49902096185063,94.38885733355833,289.56167813787664,250.58850799563862,108.19428371804652,0.7647058823079584,0.235294117633218,2.3291454541695487,0.6292590488893401,0.27016723121583763,1.69999999983,99.77486819275698,0,2,21.110713995064653,201.82892055702598,64.70418384143026,0.10784030640220404,0.035184523325049115,0.14302482972725317,1.5,3,2,0.3743942362327519,0.19999999998,2.199999559560088,0.10717707462254751,1,0,0
fe52e0dd-8ae5-4d5b-9acb-4fd65b05b68d,user_005,vid_D,"Object-Oriented Programming, Simplified",238.95737797778892,454.0,301.5975981721276,0,358.48677350210625,0.7896184438372384,0.6643118902469771,1.5002121990722854,2,9.998758241953592,4.999379120976796,7.0495512220078185,0.2643171805818083,2,0.9999999995,7,2,5,181.08960002506421,376.57675837994555,90.54480001253211,75.3153516759891,264.401850068995,129.21125897617478,71.70008171657044,0.2857142856734694,0.7142857141836735,0.3988757709794391,0.829464225504661,2.0794999452798857,0.9251101320363291,39.09735485687195,0,2,14.03828217823022,181.53079255554601,43.388303244012704,0.09556894987646947,0.030921326383698898,0.12649027626016837,1.25,3,3,1.5467566494411802,0.39647577087271246,1.9999989990005007,0.6773018886892467,0,1,1
23a969d8-44cc-4576-a09d-8500813204a1,user_201,vid_C,Python Loops Tutorial,138.46506534652954,454.0,87.68149501128346,0,203.18079623328217,0.4475347934653792,0.19313104628036004,1.4673794846615242,2,6.222743493361993,3.1113717466809967,2.769816195740487,0.2643171805818083,1,0.49999999975,4,0,4,0.0,85.95994353155217,0.0,21.489985882888043,0.0,27.852901620872352,94.52608193210318,0.0,0.99999999975,0.0,0.18933908266820007,189149.9327354646,0.5286343611636166,92.92630900015067,0,1,0.0,115.53822166419002,22.92684368233952,0.05049965568786128,0.0,0.05049965568786128,1.0,2,3,2.302713401586511,0.39647577087271246,1.9999989990005007,0.25983869113896274,0,0,1
9ce9b0ae-faf6-418f-a12c-f61f9ebb502c,user_086,pTB0EiLXUC8,SQL Basics for Beginners,797.3134423027957,1800.0,1172.1253435928388,0,1083.4838579680218,0.601935476648901,0.651180746440466,1.3589183381097296,8,33.385093271719825,4.173136658964978,3.3093086452667895,0.2666666666577778,1,0.124999999984375,15,9,6,929.9263749280339,485.70793900620913,103.32515276978154,80.95132316770152,141.67659220824427,202.88734043493508,139.28486163247953,0.59999999996,0.39999999997333335,0.5166257638486207,0.2698377438921885,0.5223069384940886,0.49999999998333333,155.83007617758255,0,3,96.86816403690061,551.3745569420755,149.07072132381964,0.08281706740207602,0.053815646687137106,0.13663271408921313,1.5,3,5,4.312009471551244,0.1666666666611111,1.2499998435937696,0.24861904848771416,0,1,1
6a57ee1a-9268-4da2-9078-1980464508e7,user_391,vid_C,Machine Learning Intro Lecture,245.94069182334647,600.0,437.03209890225605,0,276.1809120395836,0.4603015200659726,0.72838683150376,1.1229573682619183,13,52.33875610960623,4.026058162277402,2.4218038007602614,1.29999999987,1,0.07692307691715976,10,6,4,507.6894528283602,201.08670805987174,84.6149088047267,50.271677014967935,147.52349621227182,143.4349182090327,138.4191253627577,0.59999999994,0.39999999996,0.8461490880458568,0.335144513432561,0.39608163820023895,0.9999999999,28.532274814620976,1,4,33.58861567046951,152.075338173344,60.27673797953295,0.10046122996572082,0.05598102611735588,0.15644225608307671,1.25,3,5,3.2953267371301176,0.49999999995,0.4615384260000028,0.18247635096662548,1,0,0
d8f96d09-4f7a-42fb-9f4a-9ad1ea9b4215,user_656,vid_C,Machine Learning Intro Lecture,409.3463587945572,1200.0,335.9122151238607,0,446.97416646525755,0.3724784720543813,0.27992684593655054,1.091921686516071,4,13.397871761926599,3.3494679404816496,2.545882921103048,0.19999999999,1,0.2499999999375,2,2,0,28.394196852442718,0.0,14.197098426221359,0.0,19.380427976854325,0.0,44.432537179698095,0.9999999995,0.0,0.023661830710349215,0.0,0.0,0.099999999995,149.05002407416163,0,2,30.93204577921064,322.22053933242813,56.19377368291847,0.04682814473572637,0.025776704815987386,0.07260484955171376,1.0,2,2,0.12314218315426828,0.099999999995,1.2499996871875783,0.24698374882731383,1,0,1
b6bd64a0-791d-42e4-98a4-28957626985a,user_741,vid_C,SQL Basics for Beginners,54.06100788095724,180.0,117.98147767476425,0,85.34305126280768,0.47412806257115375,0.6554526537486903,1.5786433624980707,5,15.302891702534534,3.0605783405069067,3.509142548535261,1.6666666661111111,0,0.0,10,4,6,451.9333000069319,233.67235733779083,112.98332500173298,38.945392889631805,171.0,70.46084876006161,134.79396904916484,0.39999999996,0.59999999994,2.5107405555801177,1.2981797629805147,0.5170503350208477,3.3333333322222223,38.99488105022385,0,6,24.54985436262121,4.225817604603815,25.285335913732215,0.140474088408843,0.13638807979158235,0.27686216820042536,1.5,3,2,1.5293196183479287,0.6666666664444444,0.9999997998000401,0.1273303395892941,1,0,0
